,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
1666,jay & the americans,she cried,1962,pop,tell anymore cry cry tell kiss like cry cry think romance begin tell girl catch cry cry kiss kiss mean goodbye cry cry shalalala shalala tell anymore cry cry,29,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.179712386,0.27129919,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.068829225,0.45196371,0.001879699,0.391313766,0.570597134,0.793172483,1.18E-05,0.481657049,0.322301157,sadness,0.828571429
1668,bob dylan,gospel plow,1962,pop,wear link chain link hand plow hold lord lord hand plow hold prophets good go hand plow hold lord lord hand plow hold heaven tell streets line gold hand plow hold lord lord hand plow hold lord lord hand plow hold lord lord hand plow hold,46,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.306542843,0.462382403,0.001461988,0.001461988,0.001461988,0.129303787,0.001461988,0.036185302,0.001461988,0.001461988,0.045117828,0.542943789,0.754813732,0.805220688,0.002368421,0.973206925,0.79679045,romantic,0.828571429
1670,"peter, paul and mary",if i had my way,1962,pop,read read birth strongest live earth walk look grind jawbone lift jawbone swing head move thousand dead wicked world tear build attack crawl read kill hand rip beast till dead be head wicked world tear build woman fine fair lovely look know coal black hair climb knee say tell strength lie talk fine talk fair say hair shave head clean hand strength like natural wicked world tear build wicked world tear build,72,0.000956938,0.617348092,0.056370472,0.000956938,0.000956938,0.000956938,0.059536883,0.075175664,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.17817176,0.000956938,0.000956938,0.391313766,0.535445991,0.346384886,0,0.408491344,0.453436384,violence,0.828571429
1675,bobby vinton,halfway to paradise,1962,pop,want lover friend stay halfway paradise near away long lips kiss lips think lead halfway paradise near away bein close heaven heaven seein hurt know heart treasure treasure heart forbid touch sweet lips close lips tell gonna stay lead halfway paradise near away near away yeah yeah near away,49,0.001349528,0.001349528,0.001349528,0.001349528,0.053292318,0.001349528,0.526442499,0.08373264,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.264008941,0.001349528,0.349073974,0.627926057,0.800200603,0,0.334295136,0.301279479,romantic,0.828571429
1680,bob dylan,see that my grave is kept clean,1962,pop,kind favor kind favor kind favor grave keep clean white horse follow white horse follow white horse follow wait bury grind hear coffin sound hear coffin sound hear coffin sound mean poor grind hear church bell toll hear church bell toll hear church bell toll mean poor dead go heart stop beat hand turn cold heart stop beat hand turn cold heart stop beat hand turn cold believe father tell favor favor flavor grave keep clean,76,0.000848896,0.536686488,0.000848896,0.000848896,0.000848896,0.000848897,0.000848896,0.07402164,0.000848896,0.083703464,0.119859859,0.000848896,0.037092663,0.000848896,0.091753826,0.000848896,0.62525723,0.628156808,0.858433593,2.07E-06,0.672300082,0.237213414,violence,0.828571429
1682,dee dee sharp,gravy (for my mashed potatoes),1962,pop,baby need gravy gimme gimme gimme gimme gravy tonight know dance mash potato fine dancin romancin somethin extra line gimme gravy mash potatoes gimme gravy treat right gimme gravy baby greatest gimme gimme gimme gimme gravy tonight twistin want somethin missin floor baby want gravy little kissin wait gimme gravy mash potatoes gimme gravy kiss right gimme gravy baby greatest gimme gimme gimme gimme gravy tonight yeah mash potato finally lot groovy gravy things lovin kiss huggin wanna ride gravy train gimme gravy mash potatoes gimme gravy hold tight gimme gravy baby greatest gimme gimme gimme gimme gravy tonight gimme gravy mash potatoes gimme gravy treat right gimme gravy baby greatest gimme gimme gimme gimme gravy tonight gimme,118,0.304181686,0.001315789,0.00131579,0.317772192,0.045328974,0.028194406,0.099855927,0.031842763,0.00131579,0.001315789,0.00131579,0.030874498,0.001315789,0.00131579,0.001315789,0.001315789,0.792050255,0.770120247,0.509035652,2.12E-06,0.975267931,0.798792515,night/time,0.828571429
1687,cliff richard,when the girl in your arms is the girl in your heart,1962,pop,girl arm girl heart hold dream dream hold hold tight night know life spend lifetime evermore hold tight night know life spend lifetime evermore evermore,25,0.002506266,0.002506266,0.214342449,0.002506266,0.002506266,0.002506266,0.630531706,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.115025594,0.002506266,0.002506266,0.377233835,0.568674205,0.870481798,0.000114372,0.297197032,0.141114317,romantic,0.828571429
1688,billy joe royal,cherry hill park,1962,pop,hang game play last dark girls criticize guy idolize cause thrill dark love ride merrygoround guy eager eye watchin round daytime teaser come night pleaser thrill dark sure playin game till dark marry away money say come say go away play game cause thrill dark sure playin game till dark,50,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.139284907,0.001349528,0.318408757,0.001349528,0.239285598,0.23366855,0.001349528,0.001349528,0.0504588,0.001349528,0.540777645,0.770530472,0.361445142,0,0.90725474,0.666656256,obscene,0.828571429
1691,johnny tillotson,it keeps right on a-hurtin',1962,pop,sleep night wish hold tight life go away pillow head hold lonely tear instead keep right ahurtin go keep right ahurtin minute hour away feel lonely help think keep right ahurtin go pass heart break cry million tear break heart free forget memory keep right ahurtin go keep right ahurtin minute hour away feel lonely help think keep right ahurtin go,61,0.000956938,0.000956938,0.03446822,0.29816628,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.019414126,0.000956938,0.526981788,0.107572456,0.270009748,0.648642412,0.754015817,0,0.516694147,0.283260899,sadness,0.828571429
1692,sam cooke,somebody's gonna miss me,1962,pop,somebody gonna miss somebody gonna miss somebody gonna miss go baby somebody gonna miss somebody gonna miss somebody gonna miss go yeah begin roam long long home know gonna miss go friends know gonna miss go baby tell know gonna miss know gonna miss know gonna miss go baby know gonna miss know gonna miss know gonna miss go baby keep care ready share gonna miss go someday forget regret gonna miss go baby tell know gonna miss know gonna miss know gonna miss go know gonna miss know gonna miss know gonna miss go,95,0.071982167,0.000554017,0.000554017,0.031245722,0.011433713,0.000554017,0.000554017,0.214473771,0.000554017,0.000554017,0.000554017,0.000554017,0.000554017,0.000554017,0.000554017,0.407133276,0.395646052,0.695126016,0.693774793,0,0.802143446,0.735727482,feelings,0.828571429
1702,the impressions,grow closer together,1963,pop,hometown live girl good friends deep heart keep tell closer closer heed heart apart girl girl closer closer time look eye wasn long realise true say heart say closer closer heed heart apart girl girl closer closer let closer let closer let closer let closer,45,0.001253133,0.001253133,0.030442829,0.364102165,0.001253133,0.001253133,0.001253133,0.133829725,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.184531583,0.24570928,0.025093691,0.722733673,0.546957926,0.683734622,0,0.861912613,0.331310447,night/time,0.814285714
1703,the beach boys,shut down (mono),1963,pop,tach tach gonna shut happen strip road wide tach tach gonna shut happen strip road wide oooo cool short standin oooo yeah fuel inject stingray fourthirteen oooo revvin engines sound real mean oooo tach tach tach gonna shut declinin number rate oooo movin count accelerate oooo movin stingray light slick startin spin oooo movin fourthirteen diggin oooo movin gotta cool power shift superstock dodge windin fuel inject stingray startin traction ridin clutch pressure plate burnin machine pedal floor hear dual quads drink oooo pump fourthirteen lead startin shrink oooo pump induction understand oooo pump fuel inject engine sittin hood oooo pump shut shut shut shut shut shut shut shut shut shut shut shut shut shut shut,116,0.001119821,0.515007842,0.001119821,0.001119821,0.022983503,0.001119821,0.001119821,0.056106763,0.001119821,0.001119821,0.260150967,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.561356006,0.760967105,0.560240522,0,0.974237428,0.747739869,violence,0.814285714
1704,the beach boys,our car club,1963,pop,cruise round guy think start club show class style finest cars deuce coupe stingray rail start club fastest drag start club wipe club meet sponsor collect dues jacket cruise roughest toughest initiation start club want grind start club club best club club start club,44,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.794762925,0.001949318,0.141230977,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.733564389,0.743096685,0.740963595,0.017408907,0.972176422,0.810804902,obscene,0.814285714
1705,lesley gore,cry and you cry alone,1963,pop,guess know laugh world fell fast perfect dream sweet tear aren share happiness fly laugh come world laugh tear aren share happiness fly laugh come world laugh,27,0.002024292,0.002024292,0.507709285,0.002024292,0.002024292,0.002024291,0.046480176,0.002024292,0.002024292,0.002024292,0.002024292,0.17762869,0.002024292,0.002024292,0.237817476,0.002024292,0.211523882,0.545932364,0.793172483,6.70E-06,0.270403957,0.210185543,world/life,0.814285714
1706,andy williams,o holy night,1963,pop,holy night star brightly shin night dear saviour birth long world error pin till appear soul felt thrill weary world rejoice yonder break glorious morn fall knees hear voice night divine night bear night divine night night divine fall knees hear voice night divine night bear night divine night night divine holy night night divine,55,0.001461988,0.001461988,0.001461988,0.386832099,0.001461988,0.001461988,0.076309302,0.001461988,0.001461988,0.102513526,0.001461988,0.147526042,0.129212267,0.001461988,0.138600916,0.001461988,0.089136792,0.592159577,0.946787095,0,0.119950536,0.168142188,night/time,0.814285714
1707,andy williams,white christmas,1963,pop,dream white christmas like ones know treetops glisten children listen hear sleigh bell snow dream white christmas christmas card write days bright christmases white dream white christmas christmas card write days bright christmases white,34,0.002192983,0.319025967,0.136593408,0.002192982,0.002192982,0.002192982,0.002192983,0.002192983,0.002192983,0.220946064,0.002192983,0.230451427,0.062281378,0.002192983,0.002192983,0.002192982,0.2375176,0.540445607,0.901606327,0.006831984,0.109645507,0.248224769,violence,0.814285714
1708,mary wells,operator,1963,pop,operator operator ring phone operator operator home hear long go lover wait long long time operator line want line want line wanna talk long go lover operator operator static line true come home hear word say butt butt butt wanna know come home shouldn time clear mind ease mind operator straight unfair longer curiosity stronger know wrong ohso wrong operator operator strange hold change operator dime reverse charge line want line want line wanna talk long go lover wanna talk long go lover,83,0.000848897,0.000848896,0.000848896,0.375640972,0.000848896,0.000848897,0.095549373,0.17249934,0.000848896,0.165856273,0.000848896,0.000848896,0.000848896,0.000848896,0.000848896,0.052675661,0.68699231,0.503115145,0.579316847,0,0.825845012,0.337316641,night/time,0.814285714
1709,the beach boys,ballad of ole' betsy,1963,pop,bear pretty ride freight train detroit city see place loyal friend travel fast slow see see come finally better forget lady remain take beat complain classic beauty meet give life rust iron solid gold hold tear cause grow,38,0.001697793,0.001697793,0.432603095,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.426689846,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.484457923,0.649026998,0.657630178,0,0.540395713,0.29727535,world/life,0.814285714
1715,lesley gore,cry,1963,pop,star high want light shine say goodbye yeah hear robins sing good song say goodbye yeah hide lovely sight dreamy moon come tonight lovers kiss lovers kiss remind miss miss say goodbye yeah say goodbye yeah,36,0.00150376,0.001503759,0.001503759,0.034513394,0.150828177,0.001503759,0.331988556,0.00150376,0.001503759,0.147010944,0.00150376,0.222109229,0.001503759,0.001503759,0.00150376,0.065424542,0.288421965,0.572802092,0.837349234,9.03E-06,0.233305853,0.178152511,romantic,0.814285714
1717,lesley gore,fools rush in (where angels fear to tread),1963,pop,fool rush angels fear tread come heart head danger care fool rush wise wise fall know felt life begin open heart fool rush repeat,24,0.002506266,0.002506266,0.095796354,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.150941969,0.002506266,0.002506266,0.575467754,0.002506266,0.55052529,0.541573725,0.605421291,0.003684211,0.595012366,0.317295996,sadness,0.814285714
